Time,Airline,Destination,Flight Number,Aircraft Type,Wind,Runway,Circle Time
3.58,Delta Air Lines,"Leonardo da Vinci–Fiumicino Airport; Rome, Italy",DL2200,330,Northwest,27,3.33
3.67,Alaska Airlines,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",AS8209,SF3,Northwest,22R,2.0
3.69,JetBlue Airways,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",B69458,E90,Northwest,27,2.0
3.78,JetBlue Airways,"Los Angeles International Airport; Los Angeles, United States",B64926,320,Northwest,27,2.0
3.91,Delta Air Lines,"Salt Lake City International Airport; Salt Lake City, United States",DL8865,738,Northwest,27,2.0
3.93,Icelandair,"Keflavik International Airport; Keflavik, Iceland",FI7967,75W,Northwest,27,2.67
3.98,JetBlue Airways,"Austin Bergstrom International Airport; Austin, United States",B65086,E90,Northwest,27,2.0
4.0,American Airlines,"Philadelphia International Airport; Philadelphia, United States",AA5227,320,Northwest,27,2.67
4.02,Cape Air,"Knox County Regional Airport; Rockland, United States",9K6449,CNA,Northwest,22R,2.0
4.04,American Airlines,"Cancún International Airport; Cancun, Mexico",AA5157,319,Northwest,27,2.0
4.09,Air Canada,"Halifax / Stanfield International Airport; Halifax, Canada",AC4365,CRJ,Northwest,27,2.0
4.13,JetBlue Airways,"Pittsburgh International Airport; Pittsburgh, United States",B65748,E90,Northwest,27,2.0
4.18,Sun Country Airlines,"Minneapolis-St Paul International/Wold-Chamberlain Airport; Minneapolis, United States",SY4062,73G,Northwest,27,2.0
4.27,Iberia Airlines,"Adolfo Suárez Madrid–Barajas Airport; Madrid, Spain",IB7647,333,Northwest,27,2.0
4.29,Alaska Airlines,"Seattle Tacoma International Airport; Seattle, United States",AS8753,73H,Northwest,27,2.67
4.33,KLM Royal Dutch Airlines,"London Heathrow Airport; London, United Kingdom",KL8663,767,Northwest,27,2.0
4.35,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN473,73W,Northwest,27,2.67
4.38,Icelandair,"Keflavik International Airport; Keflavik, Iceland",FI7221,75W,Northwest,27,3.33
4.49,Cape Air,"Provincetown Municipal Airport; Provincetown, United States",9K4465,CNA,Northwest,22R,2.0
4.51,Iberia Airlines,"London Heathrow Airport; London, United Kingdom",IB9354,744,Northwest,27,2.0
4.55,JetBlue Airways,"Phoenix Sky Harbor International Airport; Phoenix, United States",B63838,320,Northwest,27,2.0
4.6,Alitalia,"Charles de Gaulle International Airport; Paris, France",AZ4879,744,Northwest,27,2.0
4.62,British Airways,"London Heathrow Airport; London, United Kingdom",BA5767,777,Northwest,27,2.67
4.64,Cape Air,"Martha's Vineyard Airport; Vineyard Haven MA, United States",9K7581,CNA,Northwest,22R,2.0
4.78,TAP Portugal,"João Paulo II Airport; Ponta Delgada, Portugal",TP6210,313,Northwest,27,2.0
4.82,Iberia Airlines,"London Heathrow Airport; London, United Kingdom",IB687,777,Northwest,27,2.0
4.87,JetBlue Airways,"Princess Juliana International Airport; Philipsburg, Netherlands Antilles",B67135,320,Northwest,27,2.0
4.91,Delta Air Lines,"Minneapolis-St Paul International/Wold-Chamberlain Airport; Minneapolis, United States",DL7106,757,Northwest,27,2.0
4.95,Icelandair,"Keflavik International Airport; Keflavik, Iceland",FI3735,75W,Northwest,27,2.0
4.98,Southwest Airlines,"St Louis Lambert International Airport; St. Louis, United States",WN9175,73C,Northwest,27,2.67
5.02,American Airlines,"La Guardia Airport; New York, United States",AA8256,319,Northwest,27,2.0
5.04,Southwest Airlines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",WN2326,717,Northwest,27,2.67
5.09,JetBlue Airways,"Philadelphia International Airport; Philadelphia, United States",B6930,E90,Northwest,27,2.0
5.11,Delta Air Lines,"Raleigh Durham International Airport; Raleigh-durham, United States",DL6865,CR7,Northwest,27,2.67
5.15,American Airlines,"Miami International Airport; Miami, United States",AA6669,738,Northwest,22L,2.0
5.13,American Airlines,"Phoenix Sky Harbor International Airport; Phoenix, United States",AA1293,320,Northwest,27,3.34
5.2,American Airlines,"Dallas Fort Worth International Airport; Dallas-Fort Worth, United States",AA7190,757,Northwest,27,2.0
5.22,JetBlue Airways,"Washington Dulles International Airport; Washington, United States",B65885,E90,Northwest,27,2.67
5.24,JetBlue Airways,"Orlando International Airport; Orlando, United States",B69570,320,Northwest,27,3.33
5.29,Swiss International Air Lines,"Zürich Airport; Zurich, Switzerland",LX1141,333,Northwest,27,2.67
5.35,Iberia Airlines,"Adolfo Suárez Madrid–Barajas Airport; Madrid, Spain",IB2261,333,Northwest,27,2.0
5.38,SATA International,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",S49746,313,Northwest,27,2.67
5.4,Cape Air,"Martha's Vineyard Airport; Vineyard Haven MA, United States",9K7492,CNA,Northwest,22R,2.0
5.47,JetBlue Airways,"McCarran International Airport; Las Vegas, United States",B69786,320,Northwest,27,2.0
5.49,Southwest Airlines,"William P Hobby Airport; Houston, United States",WN8168,73W,Northwest,27,2.67
5.53,American Airlines,"Chicago O'Hare International Airport; Chicago, United States",AA8607,738,Northwest,27,2.0
5.55,JetBlue Airways,"Queen Beatrix International Airport; Oranjestad, Aruba",B69989,320,Northwest,27,2.67
5.58,Delta Air Lines,"Providenciales Airport; Providenciales, Turks and Caicos Islands",DL3108,320,Northwest,27,3.33
5.62,Alaska Airlines,"Portland International Airport; Portland, United States",AS1992,73H,Northwest,27,2.67
5.73,JetBlue Airways,"Southwest Florida International Airport; Fort Myers, United States",B63161,320,Northwest,27,2.0
5.82,Cape Air,"Provincetown Municipal Airport; Provincetown, United States",9K351,CNA,Northwest,22R,2.0
5.87,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS8126,320,Northwest,27,2.0
5.89,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN3724,73W,Northwest,27,2.67
5.93,American Airlines,"Cancún International Airport; Cancun, Mexico",AA9216,319,Northwest,22L,2.0
5.91,Southwest Airlines,"William P Hobby Airport; Houston, United States",WN296,73W,Northwest,27,3.33
5.98,American Airlines,"London Heathrow Airport; London, United Kingdom",AA1931,744,Northwest,27,2.0
6.13,JetBlue Airways,"Lynden Pindling International Airport; Nassau, Bahamas",B61553,E90,Northwest,27,2.0
6.24,JetBlue Airways,"Seattle Tacoma International Airport; Seattle, United States",B69926,320,Northwest,27,2.0
6.45,JetBlue Airways,"Austin Bergstrom International Airport; Austin, United States",B67899,E90,Northwest,27,2.0
6.66,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN841,73W,Northwest,27,2.0
6.99,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN3383,73W,Northwest,27,2.0
7.31,Delta Air Lines,"Raleigh Durham International Airport; Raleigh-durham, United States",DL828,CR9,Northwest,27,2.0
7.52,JetBlue Airways,"Portland International Airport; Portland, United States",B63543,320,Northwest,27,2.0
7.95,JetBlue Airways,"Queen Beatrix International Airport; Oranjestad, Aruba",B67041,320,Northwest,27,2.0
8.06,JetBlue Airways,"William P Hobby Airport; Houston, United States",B64365,E90,Northwest,27,2.0
8.27,Southwest Airlines,"William P Hobby Airport; Houston, United States",WN4376,73W,Northwest,27,2.0
8.38,American Airlines,"Buffalo Niagara International Airport; Buffalo, United States",AA3552,CRJ,Northwest,27,2.0
8.49,American Airlines,"Chicago O'Hare International Airport; Chicago, United States",AA5271,738,Northwest,27,2.0
8.59,American Airlines,"Buffalo Niagara International Airport; Buffalo, United States",AA8765,CRJ,Northwest,27,2.0
9.02,Alaska Airlines,"San Francisco International Airport; San Francisco, United States",AS7915,320,Northwest,27,2.0
9.13,KLM Royal Dutch Airlines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",KL4573,320,Northwest,27,2.0
9.24,Virgin Atlantic Airways,"London Heathrow Airport; London, United Kingdom",VS8554,764,Northwest,27,2.0
9.34,Alaska Airlines,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",AS5704,SF3,Northwest,22R,2.0
9.45,TAP Portugal,"Humberto Delgado Airport (Lisbon Portela Airport); Lisbon, Portugal",TP3621,313,Northwest,27,2.0
10.09,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL6366,E75,Northwest,27,2.0
10.52,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B67463,E90,Northwest,27,2.0
10.63,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL7575,E75,Northwest,27,2.0
11.06,JetBlue Airways,"Providenciales Airport; Providenciales, Turks and Caicos Islands",B66859,320,Northwest,27,2.0
11.17,Delta Air Lines,"Lynden Pindling International Airport; Nassau, Bahamas",DL5172,E75,Northwest,27,2.0
11.38,Alaska Airlines,"Los Angeles International Airport; Los Angeles, United States",AS6076,757,Northwest,27,2.0
11.7,Spirit Airlines,"Fort Lauderdale Hollywood International Airport; Fort Lauderdale, United States",NK1934,319,Northwest,27,2.0
11.92,Alaska Airlines,"Long Island Mac Arthur Airport; Islip, United States",AS1293,SF3,Northwest,22R,2.0
12.81,American Airlines,"Buffalo Niagara International Airport; Buffalo, United States",AA1622,CRJ,Northwest,27,2.0
13.12,JetBlue Airways,"Cancún International Airport; Cancun, Mexico",B62554,320,Northwest,27,2.0
13.27,Alaska Airlines,"Long Island Mac Arthur Airport; Islip, United States",AS2940,SF3,Northwest,22R,2.0
13.59,Alaska Airlines,"Seattle Tacoma International Airport; Seattle, United States",AS6947,73J,Northwest,27,2.0
13.9,United Airlines,"Los Angeles International Airport; Los Angeles, United States",UA6824,753,Northwest,27,2.0
14.37,JetBlue Airways,"Richmond International Airport; Richmond, United States",B6584,E90,Northwest,27,2.0
14.68,JetBlue Airways,"Austin Bergstrom International Airport; Austin, United States",B66554,E90,Northwest,27,2.0
14.83,Aer Lingus,"Shannon Airport; Shannon, Ireland",EI2093,757,Northwest,27,2.0
15.15,American Airlines,"Buffalo Niagara International Airport; Buffalo, United States",AA4311,CRJ,Northwest,27,2.0
15.3,American Airlines,"Syracuse Hancock International Airport; Syracuse, United States",AA7488,DH3,Northwest,22R,2.0
15.62,JetBlue Airways,"Newark Liberty International Airport; Newark, United States",B64312,E90,Northwest,27,2.0
15.93,United Airlines,"Cleveland Hopkins International Airport; Cleveland, United States",UA8967,319,Northwest,27,2.0
16.4,Spirit Airlines,"Atlantic City International Airport; Atlantic City, United States",NK1466,319,Northwest,27,2.0
16.71,United Airlines,"Chicago O'Hare International Airport; Chicago, United States",UA2193,319,Northwest,27,2.0
16.86,Southwest Airlines,"Chicago Midway International Airport; Chicago, United States",WN5166,73W,Northwest,27,2.0
17.18,Alaska Airlines,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",AS8611,SF3,Northwest,22R,2.0
17.49,American Airlines,"Philadelphia International Airport; Philadelphia, United States",AA4943,319,Northwest,27,2.0
17.8,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B6539,E90,Northwest,27,2.0
17.96,Southwest Airlines,"Kansas City International Airport; Kansas City, United States",WN1947,733,Northwest,27,2.0
18.11,JetBlue Airways,"Buffalo Niagara International Airport; Buffalo, United States",B67622,E90,Northwest,27,2.0
18.34,Delta Air Lines,"Providenciales Airport; Providenciales, Turks and Caicos Islands",DL6113,320,Northwest,27,2.0
18.46,TAP Portugal,"João Paulo II Airport; Ponta Delgada, Portugal",TP7266,313,Northwest,27,2.0
18.58,JetBlue Airways,"Lynden Pindling International Airport; Nassau, Bahamas",B67178,E90,Northwest,27,2.0
18.69,Air Canada,"Lester B. Pearson International Airport; Toronto, Canada",AC190,E75,Northwest,27,2.0
18.81,KLM Royal Dutch Airlines,"Amsterdam Airport Schiphol; Amsterdam, Netherlands",KL2418,330,Northwest,27,2.0
19.15,JetBlue Airways,"Phoenix Sky Harbor International Airport; Phoenix, United States",B63472,320,Northwest,27,2.0
19.27,American Airlines,"La Guardia Airport; New York, United States",AA2620,319,Northwest,27,2.0
19.38,United Airlines,"Washington Dulles International Airport; Washington, United States",UA8087,752,Northwest,27,2.0
19.62,United Airlines,"Tocumen International Airport; Panama City, Panama",UA8774,73G,Northwest,27,2.0
19.73,Delta Air Lines,"Providenciales Airport; Providenciales, Turks and Caicos Islands",DL2645,320,Northwest,27,2.0
20.19,American Airlines,"La Guardia Airport; New York, United States",AA6716,319,Northwest,27,2.0
20.66,Lufthansa Cargo,"Munich Airport; Munich, Germany",LH7347,333,Northwest,27,2.0
20.89,Air Canada,"Halifax / Stanfield International Airport; Halifax, Canada",AC2479,CRJ,Northwest,27,2.0
21.0,American Airlines,"Portland International Airport; Portland, United States",AA7567,737,Northwest,27,2.0
21.46,Delta Air Lines,"Myrtle Beach International Airport; Myrtle Beach, United States",DL7323,E75,Northwest,27,2.0
21.58,Lufthansa Cargo,"Munich Airport; Munich, Germany",LH6841,333,Northwest,27,2.0
21.7,AeroMéxico,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",AM2852,319,Northwest,27,2.0
21.93,Southwest Airlines,"St Louis Lambert International Airport; St. Louis, United States",WN5811,73W,Northwest,27,2.0
22.04,Delta Air Lines,"Cancún International Airport; Cancun, Mexico",DL138,757,Northwest,27,2.0
22.16,Peninsula Airways,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",KS9189,SF3,Northwest,22R,2.0
22.27,Southwest Airlines,"Hartsfield Jackson Atlanta International Airport; Atlanta, United States",WN8012,717,Northwest,27,2.0
22.5,Southwest Airlines,"Baltimore/Washington International Thurgood Marshall Airport; Baltimore, United States",WN7838,73C,Northwest,27,2.0
22.62,American Airlines,"Seattle Tacoma International Airport; Seattle, United States",AA4976,737,Northwest,27,2.0
22.74,JetBlue Airways,"Cancún International Airport; Cancun, Mexico",B66398,320,Northwest,27,2.0
22.85,Alaska Airlines,"Northern Maine Regional Airport at Presque Isle; Presque Isle, United States",AS8879,SF3,Northwest,22R,2.0
23.43,JetBlue Airways,"Long Beach /Daugherty Field/ Airport; Long Beach, United States",B6351,320,Northwest,27,2.0
23.78,British Airways,"London Heathrow Airport; London, United Kingdom",BA2032,744,Northwest,27,2.0
